Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	geneSymbol
cluster_IM1	hsa04061	Viral protein interaction with cytokine and cytokine receptor	3/171	100/8098	0.353972906311635	0.544931974190281	0.409373098019689	6351/7133/1436	3	CCL4/TNFRSF1B/CSF1R
cluster_IM1	hsa05017	Spinocerebellar ataxia	4/171	143/8098	0.357197001815008	0.546301296893541	0.4104017839911	5295/2081/6310/6095	4	PIK3R1/ERN1/ATXN1/RORA
cluster_IM1	hsa04730	Long-term depression	2/171	60/8098	0.362775026094442	0.551229585104542	0.414104096772193	3845/10672	2	KRAS/GNA13
cluster_IM1	hsa00900	Terpenoid backbone biosynthesis	1/171	22/8098	0.375091884140326	0.566267747669911	0.42540132191127	3422	1	IDI1
cluster_IM1	hsa04623	Cytosolic DNA-sensing pathway	2/171	63/8098	0.385548302588134	0.5783224538822	0.434457264050056	6351/4792	2	CCL4/NFKBIA
cluster_IM1	hsa03060	Protein export	1/171	23/8098	0.388323593874353	0.578469480701772	0.434567716046765	90701	1	SEC11C
cluster_IM1	hsa04261	Adrenergic signaling in cardiomyocytes	4/171	150/8098	0.390923412840783	0.578469480701772	0.434567716046765	7170/1390/801/490	4	TPM3/CREM/CALM1/ATP2B1
cluster_IM1	hsa04929	GnRH secretion	2/171	64/8098	0.39306259586146	0.578469480701772	0.434567716046765	5295/3845	2	PIK3R1/KRAS
cluster_IM1	hsa04020	Calcium signaling pathway	6/171	240/8098	0.396189260341262	0.579426793249096	0.435286884717045	2185/2149/801/3707/490/814	6	PTK2B/F2R/CALM1/ITPKB/ATP2B1/CAMK4
cluster_IM1	hsa04150	mTOR signaling pathway	4/171	155/8098	0.414879061914267	0.602991928496513	0.452989887804398	5295/6197/3845/6249	4	PIK3R1/RPS6KA3/KRAS/CLIP1
cluster_IM1	hsa05031	Amphetamine addiction	2/171	69/8098	0.429983647974094	0.619731306770698	0.465565129242944	801/814	2	CALM1/CAMK4
cluster_IM1	hsa04622	RIG-I-like receptor signaling pathway	2/171	70/8098	0.437227684780949	0.619731306770698	0.465565129242944	9636/4792	2	ISG15/NFKBIA
cluster_IM1	hsa00062	Fatty acid elongation	1/171	27/8098	0.438522512480695	0.619731306770698	0.465565129242944	60481	1	ELOVL5
cluster_IM1	hsa01040	Biosynthesis of unsaturated fatty acids	1/171	27/8098	0.438522512480695	0.619731306770698	0.465565129242944	60481	1	ELOVL5
cluster_IM1	hsa04726	Serotonergic synapse	3/171	115/8098	0.439638448392888	0.619731306770698	0.465565129242944	3845/54331/1843	3	KRAS/GNG2/DUSP1
cluster_IM1	hsa04744	Phototransduction	1/171	29/8098	0.462063923633017	0.647442863054647	0.486383077508439	801	1	CALM1
cluster_IM1	hsa05225	Hepatocellular carcinoma	4/171	168/8098	0.476036404012979	0.660169601136538	0.495943874897894	5295/3845/1021/7048	4	PIK3R1/KRAS/CDK6/TGFBR2
